ph,es_dia
25.39,1
25.39,1
25.39,1
25.22,1
25.22,1
25.22,1
25.64,1
25.64,1
25.64,1
26.289,1
26.289,1
26.289,1
26.73,1
26.73,1
26.73,1
26.66,1
26.66,1
26.66,1
26.41,1
26.41,1
26.41,1
26.22,1
26.22,1
26.22,1
26.39,1
26.39,1
26.39,1
26.56,1
26.56,1
26.56,1
26.56,1
26.56,1
26.56,1
26.17,1
26.17,1
26.17,1
25.82,1
25.82,1
25.82,1
25.119,1
25.119,1
24.59,1
24.59,1
24.24,1
24.24,1
24.24,1
23.71,1
23.71,1
23.71,1
22.92,1
22.92,1
22.92,1
22.199,1
22.199,1
22.199,1
21.63,1
21.63,1
21.63,1
21.68,1
21.68,1
21.68,1
21.939,1
21.939,1
21.939,1
22.1,1
22.1,1
22.1,1
22.17,1
22.17,1
22.17,1
22.23,1
22.23,1
22.23,1
22.41,1
22.41,1
22.41,1
22.66,1
22.66,1
22.66,1
22.89,1
22.89,1
22.89,1
23.199,1
23.199,1
23.199,1
23.48,1
23.48,1
23.48,1
23.81,1
23.81,1
23.81,1
23.939,1
23.939,1
24.01,1
24.01,1
23.58,1
23.58,1
23.58,1
22.89,1
22.119,1
22.119,1
22.119,1
21.6,1
21.6,1
21.6,1
21.109,1
21.109,1
21.109,1
20.71,1
20.71,1
20.71,1
20.4,1
20.4,1
20.4,1
20.0,1
20.0,1
20.0,1
19.41,1
19.41,1
19.41,1
18.82,1
18.82,1
18.82,1
18.55,1
18.55,1
18.55,1
18.19,1
18.19,1
18.19,1
17.779,1
17.779,1
17.779,1
17.17,1
17.17,1
17.17,1
16.76,1
16.76,1
16.76,1
16.359,1
16.359,1
15.94,1
15.94,1
15.94,1
15.71,1
15.71,1
15.71,1
15.54,1
15.54,1
15.54,1
15.57,1
15.57,1
15.57,1
15.429,1
15.429,1
15.429,1
15.25,1
15.25,1
15.25,1
15.049,1
15.049,1
15.049,1
14.849,1
14.849,1
14.849,1
14.759,1
14.759,1
14.759,1
14.88,1
14.88,1
14.88,1
14.969,1
14.969,1
14.969,1
15.049,1
15.049,1
15.049,1
14.94,1
14.94,1
14.94,1
14.559,1
14.559,1
14.559,1
14.179,1
14.179,1
14.179,1
13.799,1
13.799,1
13.799,1
13.469,1
13.469,1
13.469,1
13.15,1
13.15,1
13.15,1
12.82,1
12.82,1
12.82,1
12.639,1
12.639,1
12.639,1
12.509,1
12.509,1
12.509,1
12.45,1
12.45,1
12.45,1
12.45,1
12.45,1
12.45,1
12.45,1
12.42,1
12.42,1
12.42,1
12.33,1
12.33,1
12.33,1
12.21,1
12.21,1
12.21,1
12.12,1
12.12,1
12.12,1
12.0,1
12.0,1
12.0,1
11.91,1
11.91,1
11.91,1
11.809,0
11.809,0
11.809,0
11.719,0
11.719,0
11.719,0
11.63,0
11.63,0
11.63,0
11.57,0
11.57,0
11.57,0
11.54,0
11.54,0
11.54,0
11.48,0
11.48,0
11.48,0
11.38,0
11.38,0
11.38,0
11.349,0
11.349,0
11.349,0
11.29,0
11.29,0
11.29,0
11.259,0
11.259,0
11.259,0
11.259,0
11.259,0
11.259,0
11.259,0
11.259,0
11.259,0
11.29,0
11.29,0
11.29,0
11.32,0
11.32,0
11.32,0
11.349,0
11.349,0
11.349,0
11.349,0
11.349,0
11.349,0
11.349,0
11.32,0
11.32,0
11.32,0
11.29,0
11.29,0
11.29,0
11.29,0
11.29,0
11.29,0
11.23,0
11.23,0
11.23,0
11.23,0
11.23,0
11.23,0
11.259,0
11.259,0
11.259,0
11.259,0
11.259,0
11.259,0
11.259,0
11.259,0
11.259,0
11.23,0
11.23,0
11.23,0
11.23,0
11.23,0
11.23,0
11.23,0
11.23,0
11.23,0
11.259,0
11.259,0
11.259,0
11.32,0
11.32,0
11.32,0
11.349,0
11.349,0
11.349,0
11.349,0
11.349,0
11.349,0
11.32,0
11.32,0
11.32,0
11.32,0
11.32,0
11.32,0
11.32,0
11.32,0
11.349,0
11.32,0
11.32,0
11.349,0
11.349,0
11.349,0
11.38,0
11.38,0
11.38,0
11.44,0
11.44,0
11.48,0
11.48,0
11.509,0
11.509,0
11.509,0
11.509,0
11.48,0
11.44,0
11.44,0
11.44,0
11.38,0
11.38,0
11.29,0
11.29,0
11.2,0
11.139,0
11.139,0
11.139,0
11.17,0
11.23,0
11.23,0
11.29,0
11.29,0
11.29,0
11.38,0
11.44,0
11.54,0
11.63,0
11.69,0
11.719,0
11.809,0
11.94,0
12.059,0
12.21,0
12.3,0
12.269,0
12.269,0
12.24,0
12.21,0
12.179,0
12.179,0
12.179,0
12.179,0
12.179,0
12.15,0
12.12,0
12.12,0
12.12,0
12.12,0
12.12,0
12.09,0
12.09,0
12.059,0
12.03,0
12.03,0
12.03,0
12.03,0
12.12,0
12.12,0
12.21,0
12.21,0
12.33,0
12.48,0
12.48,0
12.57,0
12.7,0
12.7,0
12.82,0
12.82,0
12.88,0
14.03,0
14.059,0
14.059,0
14.059,0
14.09,0
14.09,0
14.09,0
14.12,0
14.12,0
14.12,0
14.15,0
14.15,0
14.15,0
14.21,0
14.21,0
14.24,0
14.299,0
14.299,0
14.299,0
14.36,0
14.36,0
14.36,0
14.389,0
14.389,0
14.389,0
14.44,0
14.44,0
14.44,0
14.5,0
14.5,0
14.5,0
14.53,0
14.53,0
14.589,0
14.589,0
14.589,0
14.65,0
14.65,0
14.65,0
14.71,0
14.71,0
14.71,0
14.759,0
14.759,0
14.82,0
14.88,0
14.88,0
14.88,0
14.94,0
14.94,0
15.019,0
15.019,0
15.019,0
15.08,0
15.08,0
15.08,0
15.17,0
15.17,0
15.17,0
15.23,0
15.23,0
15.23,0
15.309,0
15.309,0
15.309,0
15.4,0
15.4,0
15.4,0
15.48,0
15.48,0
15.48,0
15.57,0
15.57,0
15.57,0
15.65,0
15.65,0
15.65,0
15.74,0
15.74,0
15.74,0
15.83,0
15.83,0
15.83,0
15.94,0
15.94,0
15.94,0
16.02,0
16.02,0
16.139,0
16.139,0
16.309,0
16.309,0
16.309,0
16.42,0
16.42,0
16.42,0
16.56,0
16.56,0
16.56,0
16.699,0
16.699,0
16.699,0
16.84,0
16.84,0
16.84,0
16.949,0
16.949,0
16.949,0
17.09,0
17.09,0
17.09,0
17.23,0
17.23,0
17.23,0
17.369,0
17.369,0
17.369,0
